NO0010607781,EAMo,40528,556759,EAM Solar,,NOK,,,35181
SE0004977452,AAP B,40532,558484,ArcAroma B,68193,SEK,,,35181
SE0009973357,GUARD,40533,558485,Guard Therapeutics International,68197,SEK,,,35181
SE0005101003,NEXAM,40537,568418,Nexam Chemical Holding,68190,SEK,,,35181
SE0005162880,DMYD B,40544,580128,Diamyd Medical B,68197,SEK,,,35181
SE0007815113,HEGR,40545,582783,Hedera Group,68193,SEK,,,35181
SE0005100757,KENH,40548,592040,Kentima Holding B,68207,SEK,,,35181
NO0010657448,OCYo,40555,604462,Ocean Yield,,NOK,,,35181
SE0005365095,SERT,40558,674842,Serstech,68193,SEK,,,35181
BMG671801022,ODLo,40560,688918,Odfjell Drilling,,NOK,,,35181
DK0060732477,OV,40562,692682,Oncology Venture,68197,SEK,,,35181
SE0005365681,IRIS,40565,701472,Irisity,68207,SEK,,,35181
SE0002372318,PLUN,40568,702356,ProstaLund,68197,SEK,,,35181
BMG173841013,BWLPGo,40571,718233,BW LPG,,NOK,,,35181
DK0060520450,NAPAo,40574,725652,Napatech,,NOK,,,35181
FO000A0DN9X4,ATLA NOKo,39649,729168,Atlantic Petroleum,68189,NOK,,,35181
SE0005504347,DELARK,42447,733968,Delarka Holding,68205,SEK,,,35181
SE0005568482,TOURN,40577,734922,Tourn International,68196,SEK,,,35181
SE0005504669,CLEM,40578,735832,Clemondo Group,68190,SEK,,,35181
SE0011644376,BIM,40583,746025,BIMobject,68207,SEK,,,35181
SE0005704079,KAPIAB,42455,800474,Kallebäck Property Invest,68205,SEK,,,35181
NO0010593544,INSRo,42460,810499,Insr Insurance Group,,NOK,,,35181
SE0005768124,SDOS,42462,813812,ScandiDos,68197,SEK,,,35181
NO0010708068,VOWo,42461,813813,Vow,68189,NOK,,,35181
BMG067231032,AVANCEo,42464,816016,Avance Gas Holding,68189,NOK,,,35181
SE0005799046,AGES B,42473,829800,Ages Industri B,68193,SEK,,,35181
SE0005308558,CLAV,42474,831826,Clavister Holding,68207,SEK,,,35181
SE0005505898,MYFC,42475,834715,myFC Holding,68193,SEK,,,35181
AU0000057408,PNORo,42479,863499,PetroNor E&P Limited,,NOK,,,35181
MT0000780107,KAMBI,42477,863500,Kambi Group,68198,SEK,,,35181
NO0010663669,MSEISo,42482,865812,Magseis Fairfield,68189,NOK,,,35181
SE0005881554,GREAT,42486,868402,Greater Than,68207,SEK,,,35181
SE0005877560,SES,42490,875038,Scandinavian Enviro Systems,68193,SEK,,,35181
SE0005933082,HELIO,42491,875039,Heliospectra,68193,SEK,,,35181
NO0010708910,ZALo,68337,876654,Zalaris,,NOK,,,35181
NO0010629108,NEXTo,68338,878727,NEXT Biometrics Group,,NOK,,,35181
SE0005506185,NICO,68341,880118,Nicoccino Holding,68196,SEK,,,35181
NO0010708605,HYARDo,68343,880361,Havyard Group,,NOK,,,35181
SE0005933322,AMAST PREF,32915,881157,Amasten Pref,68205,SEK,,,35181
SE0001958612,LIDDS,68348,892677,LIDDS,68197,SEK,,,35181
CH0246292343,DDM,68351,894734,DDM Holding,68206,SEK,,,35181
NO0010715394,AQUAo,68352,900374,AqualisBraemar,,NOK,,,35181
SE0006143103,ITAL SDB,68355,908443,Italeaf SDB,68193,EUR,,,35181
SE0006219473,ADVE,68356,919685,Advenica,68207,SEK,,,35181
NO0010716582,AKSOo,68358,925950,Aker Solutions,,NOK,,,35181
SE0005849205,PAPI,68361,926734,Papilly,68207,SEK,,,35181
NO0010715139,SSOo,68362,926877,Scatec Solar,,NOK,,,35181
NO0010716863,XXLo,68363,927272,XXL,,NOK,,,35181
SE0006117297,SFTR,68365,937770,Safeture,68207,SEK,,,35181
SE0006256558,ABSO,68366,938490,Absolent Group,68193,SEK,,,35181
NO0010716418,ENTRAo,68368,939387,Entra,,NOK,,,35181
SE0010869552,GABA,68369,946517,Gabather,68197,SEK,,,35181
GB00BRGBL804,RAKPo,68371,948052,RAK Petroleum,,NOK,,,35181
SE0006343745,SPRINT,68370,948053,Sprint Bioscience,68197,SEK,,,35181
SE0006261046,BAYN,68372,949974,Bayn Europe,68195,SEK,,,35181
FI4000354162,NXTMS,68376,951070,Nexstim,68197,SEK,,,35181
SE0006259834,OBOYA B,68375,951071,Oboya Horticulture Industries B,68195,SEK,,,35181
SE0006219176,ARCOMA,68374,951072,Arcoma,68197,SEK,,,35181
SE0006422317,PRIME PREF B,68392,972960,Prime Living Pref B,68205,SEK,,,35181
SE0006343950,VERI,68393,972961,Verisec,68207,SEK,,,35181
SE0006425815,PCELL,68394,973636,PowerCell Sweden,68193,SEK,,,35181
SE0006510491,AJA B,68395,975533,Byggmästare Anders J Ahlström Holding B,68205,SEK,,,35181
SE0006504353,NEWTON,68397,987077,Newton Nordic,68193,SEK,,,35181
SE0006504163,SAPIAB,68398,988551,Saltängen Property Invest,68205,SEK,,,35181
SE0013914249,TORSAB,68399,996379,Torslanda Property Investment,68205,SEK,,,35181
SE0006510335,ORGC,68404,1007464,OrganoClick,68190,SEK,,,35181
SE0006510640,LEX,68405,1008772,Lexington,68196,SEK,,,35181
SE0012827822,ACRI,68406,1019293,Acrinova,68205,SEK,,,35181
SE0006758348,SDIP PREF,68407,1020422,Sdiptech Pref,68206,SEK,,,35181
BMG870871057,TEAMo,68423,1023640,Team Tankers International,,NOK,,,35181
NO0010597883,NANOo,68413,1036792,Nordic Nanovector,,NOK,,,35181
FI4000123096,SAVOS,68419,1042338,Savosolar,68189,SEK,,,35181
SE0006800439,IVISYS,68422,1049316,IVISYS,68193,SEK,,,35181
SE0005308541,SALT B,68425,1060346,SaltX Technology Holding B,68196,SEK,,,35181
SE0006913497,SPIFF,68427,1062355,Spiffbet,68206,SEK,,,35181
SE0006758587,TRANS,68432,1078401,Transtema Group,68193,SEK,,,35181
NO0010734338,MULTIo,68434,1079110,Multiconsult,,NOK,,,35181
SE0007045414,SCIB,68438,1082684,Scibase Holding,68197,SEK,,,35181
SE0006887451,CLBIO,82778,1083023,Corline Biomedical,68197,SEK,,,35181
SE0007100615,GCOR,82779,1083350,Gaming Corps,68196,SEK,,,35181
SE0011178763,PHLOG B,82782,1084527,Pharmacolog i Uppsala B,68197,SEK,,,35181
SE0006994448,SPEONE,82785,1084979,SpectrumOne,68207,SEK,,,35181
NO0010734122,VISTINo,82783,1086616,Vistin Pharma,,NOK,,,35181
NO0010736879,SCHBo,39512,1086618,Schibsted B,68199,NOK,,,35181
SE0009889678,INISS B,82786,1086619,Inission B,68193,SEK,,,35181
SE0007074125,HEIM PREF,82788,1086887,Heimstaden Pref,68205,SEK,,,35181
SE0006422309,PRIME,68392,1092048,Prime Living,68205,SEK,,,35181
SE0007075262,HOVD,82792,1094576,Hövding Sverige,68196,SEK,,,35181
NO0010735681,PPG PREFo,82800,1096221,Pioneer Property Group Pref,,NOK,,,35181
NO0010735343,EPRo,82801,1096222,Europris,,NOK,,,35181
SE0007075247,KONT,82803,1099771,Kontigo Care,68197,SEK,,,35181
SE0007100540,PEGRO PREF,82804,1101060,Pegroco Invest Pref,68206,SEK,,,35181
SE0005392537,SOLT,33361,1101478,SolTech Energy Sweden,68189,SEK,,,35181
DK0060945467,FIVEPGo,82806,1102543,5th Planet Games,,NOK,,,35181
SE0007158118,SPEC,82807,1102894,SpectraCure AB,68197,SEK,,,35181
SE0006993804,LINKAB,82811,1103885,Link Prop Investment,68205,SEK,,,35181
SE0007157953,BONAS,82813,1106710,Bonäsudden Holding,68205,SEK,,,35181
SE0007186176,FOOT PREF,82818,1111256,Footway Group Pref,68198,SEK,,,35181
SE0007192018,VEMF SDB,82820,1116260,Vostok Emerging Finance,68206,SEK,,,35181
SE0006964847,SLITE,1044186,1125123,Slitevind,68202,SEK,,,35181
SE0007464862,ADDV B,33073,1157799,ADDvise Group B,68197,SEK,,,35181
SE0007439633,CAPAC,82826,1171536,Capacent Holding,68193,SEK,,,35181
SE0007280326,KLAR,82829,1186384,Klaria Pharma Holding,68197,SEK,,,35181
NO0010739402,SBANKo,82833,1191124,Sbanken,,NOK,,,35181
NO0010743545,KIDo,82834,1191125,Kid,,NOK,,,35181
SE0007578141,MINEST,82837,1195133,Minesto,68189,SEK,,,35181
SE0007577077,WAYS,82838,1196203,Waystream Holding,68207,SEK,,,35181
DK0060668796,PCAT,82839,1214664,Photocat,68190,SEK,,,35181
SE0007413455,ALZ,82842,1217404,Alzinova,68197,SEK,,,35181
SE0007603170,TCT,82844,1219325,TC TECH Sweden,68193,SEK,,,35181
SE0007704788,SF,82853,1224945,Stillfront Group,68196,SEK,,,35181
SE0007702949,NILS,82855,1229878,Nilsson Special Vehicles,68193,SEK,,,35181
SE0007526132,GPG PREF,82857,1235395,Genova Property Group Pref,68205,SEK,,,35181
SE0007692157,POLYG,237932,1326047,Polygiene,68190,SEK,,,35181
SE0007756903,XINT,237937,1359613,Xintela,68197,SEK,,,35181
FI4000092523,LOUDS,42487,1374167,Loudspring,68193,SEK,,,35181
SE0008091664,SIMRIS B,237943,1391313,Simris Alg B,68195,SEK,,,35181
SE0008066302,NEPA,237945,1392978,Nepa,68193,SEK,,,35181
CH0322161768,TALK,237954,1437087,TalkPool,68201,SEK,,,35181
SE0008216303,CLEMO,237957,1440720,Clean Motion,68194,SEK,,,35181
NO0010397581,PARBo,237958,1442801,Pareto Bank,,NOK,,,35181
SE0008294953,PDX,237959,1444703,Paradox Interactive,68196,SEK,,,35181
SE0007815428,CYXO,237961,1456267,Cyxone,68197,SEK,,,35181
NO0010633951,B2Ho,300047,1456853,B2Holding,,NOK,,,35181
